LOC_BLANK,BRANCH_COUNT,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,ESSENTIAL_COMPLEXITY,LOC_EXECUTABLE,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,LOC_TOTAL,Defective
0.004474273,0.007272727,0,0,0.010660981,0.002493766,0,0.005665722,0.05374004,0.018962219,6.20E-05,0.00296846,0.005923469,0.13,6.20E-05,0.003004586,0.005627276,0.006088561,0.014619883,0.03406326,0.005521651,0
0.002237136,0.029090909,0,0.002906977,0.025586354,0.024937656,0.073170732,0.011685552,0.081803503,0.030607365,0.000245683,0.00742115,0.012794693,0.08,0.000245683,0.007378987,0.015888779,0.011070111,0.029239766,0.03892944,0.010462075,0
0.022371365,0.133333333,0.018518519,0.081395349,0.117270789,0.057356608,0.317073171,0.058427762,0.125311524,0.141248207,0.008015279,0.052319109,0.079966829,0.02,0.00801528,0.052167112,0.079774909,0.080073801,0.049707602,0.060827251,0.060156931,0
0.004474273,0,0,0,0,0,0,0.004957507,0.038295482,0.007890961,7.64E-06,0.000742115,0.002132449,0.3,7.64E-06,0.000890614,0.003641178,0.001291513,0.009746589,0.01459854,0.004940424,1
0,0,0,0,0,0,0,0.001062323,0.028326723,0.007173601,4.68E-06,0.000742115,0.001658571,0.33,4.67E-06,0.000599062,0.001655081,0.001660517,0.004873294,0.01459854,0.001162453,0
0.011185682,0.00969697,0,0.002906977,0.008528785,0.007481297,0,0.010269122,0.04708835,0.028407461,0.000121723,0.004081633,0.007937448,0.08,0.000121721,0.003940721,0.006289308,0.008856089,0.011695906,0.03649635,0.010462075,1
0,0.004848485,0,0,0.004264392,0.002493766,0,0.003895184,0.016778406,0.041439503,9.24E-05,0.002226345,0.004620306,0.06,9.24E-05,0.002049279,0.00529626,0.004243542,0.005847953,0.03163017,0.002906132,0
0,0,0,0,0,0,0,0.002124646,0.024026817,0.011477762,1.02E-05,0.000742115,0.002250918,0.21,1.02E-05,0.000813057,0.00264813,0.00202952,0.004873294,0.01459854,0.002034292,1
0,0,0,0,0,0,0,0.000708215,0.010846292,0.011956002,4.97E-06,0.000371058,0.001303163,0.2,4.97E-06,0.000381975,0.001324065,0.001291513,0.001949318,0.01216545,0.00087184,0
0.002237136,0,0,0,0,0,0,0.002124646,0.022026045,0.0258967,4.74E-05,0.001855288,0.004027959,0.09,4.74E-05,0.001682271,0.004303211,0.003874539,0.005847953,0.0243309,0.002615519,0
0.006711409,0.002424242,0,0,0.002132196,0.002493766,0,0.005665722,0.028484678,0.034863702,0.000111125,0.00296846,0.00758204,0.07,0.000111122,0.002929502,0.008275405,0.007195572,0.005847953,0.01703163,0.005812264,0
0.015659955,0.007272727,0,0,0.006396588,0.002493766,0.012195122,0.006373938,0.040506862,0.042085127,0.00023005,0.005194805,0.009714489,0.06,0.000230052,0.005025044,0.010923535,0.00904059,0.014619883,0.03892944,0.007555943,1
0.011185682,0.007272727,0,0.005813953,0.006396588,0.004987531,0,0.010977337,0.076854224,0.050215208,0.000621396,0.011502783,0.020613671,0.05,0.000621398,0.011375865,0.027805362,0.016605166,0.025341131,0.03163017,0.011624528,0
0.015659955,0.099393939,0.185185185,0.014534884,0.087420043,0.059850374,0.158536585,0.052407932,0.140352417,0.156049737,0.010961707,0.064564007,0.092287644,0.02,0.010961706,0.064565081,0.106587223,0.084317343,0.072124756,0.072992701,0.052600988,1
0.002237136,0.012121212,0,0,0.010660981,0.007481297,0,0.011331445,0.06425287,0.042180775,0.000366495,0.008163265,0.014097856,0.06,0.000366495,0.007987449,0.016219795,0.012915129,0.024366472,0.04379562,0.009880849,1
0.002237136,0.00969697,0,0,0.008528785,0.007481297,0,0.008144476,0.047562217,0.041846007,0.000266991,0.00593692,0.011136121,0.06,0.00026699,0.005865313,0.013902681,0.009594096,0.01754386,0.03649635,0.00726533,0
0.008948546,0.004848485,0,0,0.004264392,0.004987531,0,0.005665722,0.064586332,0.020731707,8.89E-05,0.004081633,0.007700509,0.12,8.89E-05,0.003945297,0.008606422,0.007195572,0.01754386,0.02919708,0.006102877,0
0.002237136,0,0,0,0,0,0,0.001770538,0.027045526,0.009756098,8.26E-06,0.000742115,0.002013979,0.24,8.26E-06,0.000778174,0.002317114,0.001845018,0.005847953,0.01703163,0.002034292,0
0.008948546,0.029090909,0.046296296,0.00872093,0.025586354,0.014962594,0.067073171,0.01203966,0.061532521,0.055428025,0.000606159,0.010018553,0.018481223,0.04,0.000606161,0.010052437,0.022509103,0.016236162,0.021442495,0.03649635,0.01365882,0
0,0,0,0,0,0,0,0,0,0,0,0,0.000118469,0,0,0,0,0.000184502,0,0.00243309,0,0
0.004474273,0,0,0,0,0,0,0.001062323,0.023324792,0.007173601,3.85E-06,0.000371058,0.001421633,0.33,3.85E-06,0.000493054,0.001324065,0.001476015,0.003898635,0.01459854,0.001743679,0
0.006711409,0.002424242,0,0,0.002132196,0,0,0.003895184,0.020534241,0.032520325,6.96E-05,0.001855288,0.005094183,0.07,6.96E-05,0.001968258,0.005627276,0.004797048,0.004873294,0.01946472,0.004649811,0
0.004474273,0.012121212,0,0,0.010660981,0.002493766,0,0.012747875,0.040629717,0.074772836,0.000728192,0.00890538,0.017651937,0.03,0.000728194,0.008953642,0.022178087,0.015129151,0.014619883,0.03406326,0.010752688,0
0,0.002424242,0,0,0.002132196,0.002493766,0,0.001416431,0.03157359,0.005978001,3.62E-06,0.000371058,0.001540102,0.4,3.62E-06,0.000556263,0.001986097,0.001291513,0.005847953,0.01216545,0.001453066,0
0.008948546,0.014545455,0,0,0.012793177,0.004987531,0,0.01805949,0.083488364,0.031563845,0.000266715,0.007792208,0.013979386,0.08,0.000266712,0.007768012,0.014564714,0.013653137,0.024366472,0.03649635,0.015693112,0
0.011185682,0.021818182,0,0,0.019189765,0.007481297,0.024390244,0.012393768,0.05263435,0.05978001,0.000603181,0.009276438,0.015993366,0.04,0.000603184,0.009275624,0.014564714,0.016789668,0.021442495,0.060827251,0.011915141,0
0.013422819,0.014545455,0,0.014534884,0.012793177,0.009975062,0.024390244,0.008852691,0.057952192,0.049808704,0.000460758,0.008534323,0.015637958,0.05,0.000460758,0.008505985,0.016219795,0.015313653,0.019493177,0.04136253,0.011043301,1
0.008948546,0.012121212,0.009259259,0,0.010660981,0.004987531,0.030487805,0.006728045,0.034697603,0.023912004,6.36E-05,0.002597403,0.005331122,0.1,6.36E-05,0.00244486,0.004965243,0.005535055,0.00877193,0.02919708,0.00726533,0
0.004474273,0.002424242,0,0,0.002132196,0.002493766,0,0.00601983,0.066815262,0.016594931,5.91E-05,0.003339518,0.006515816,0.14,5.91E-05,0.003270533,0.008275405,0.005535055,0.01754386,0.0243309,0.005812264,0
0.006711409,0.004848485,0,0.005813953,0.004264392,0.004987531,0,0.003541076,0.034223735,0.030894309,0.000104786,0.00296846,0.006278877,0.08,0.000104786,0.003117274,0.007944389,0.005350554,0.012670565,0.03406326,0.004649811,0
0.017897092,0.004848485,0,0.011627907,0.004264392,0.002493766,0,0.011685552,0.098108042,0.035748446,0.000401962,0.01038961,0.018244284,0.07,0.000401962,0.010336568,0.022840119,0.015682657,0.029239766,0.03163017,0.015111886,1
0.002237136,0.004848485,0,0,0.004264392,0,0.012195122,0.003541076,0.016585349,0.026303204,3.68E-05,0.001113173,0.003080204,0.09,3.68E-05,0.001286443,0.003310162,0.00295203,0.004873294,0.02676399,0.003487358,0
0.008948546,0.021818182,0.055555556,0.005813953,0.019189765,0.014962594,0,0.014164306,0.040261153,0.125920612,0.002046487,0.014842301,0.02653714,0.02,0.002046489,0.014941044,0.028798411,0.025276753,0.018518519,0.055961071,0.015402499,0
0.042505593,0.012121212,0.009259259,0.034883721,0.010660981,0.007481297,0.024390244,0.020892351,0.102285092,0.070564323,0.001633166,0.021150278,0.034356119,0.03,0.001633164,0.021274672,0.040052963,0.031180812,0.039961014,0.0486618,0.026736414,0
0.011185682,0.012121212,0,0,0.010660981,0.009975062,0.018292683,0.008498584,0.041805609,0.054112865,0.000392568,0.006679035,0.012083876,0.04,0.000392568,0.006668598,0.014233697,0.010885609,0.018518519,0.0486618,0.008718396,0
0.002237136,0.004848485,0,0.002906977,0.004264392,0.002493766,0,0.003541076,0.023342343,0.015064562,1.70E-05,0.001113173,0.002606326,0.16,1.70E-05,0.001036081,0.002317114,0.002767528,0.004873294,0.02189781,0.003777972,1
0.013422819,0,0,0.002906977,0,0,0,0.003895184,0.062673313,0.018531803,6.90E-05,0.003339518,0.007463571,0.13,6.90E-05,0.003422927,0.010261503,0.005904059,0.013645224,0.01703163,0.005521651,0
0.022371365,0.00969697,0,0.011627907,0.008528785,0.009975062,0,0.016997167,0.118185967,0.041774271,0.000661345,0.014471243,0.025233977,0.06,0.000661348,0.014553132,0.032770606,0.02103321,0.033138402,0.02919708,0.018308631,0
0.008948546,0.002424242,0,0,0.002132196,0.002493766,0,0.005665722,0.061392116,0.021927308,9.46E-05,0.004081633,0.007818979,0.11,9.46E-05,0.003966078,0.009930487,0.006642066,0.01754386,0.02676399,0.006102877,1
0.024608501,0.026666667,0.037037037,0.043604651,0.023454158,0.017456359,0,0.017705382,0.061444768,0.090243902,0.001604226,0.016326531,0.029024997,0.03,0.001604224,0.016341782,0.0367428,0.024723247,0.024366472,0.04136253,0.023539669,0
0.044742729,0.024242424,0,0.029069767,0.021321962,0.012468828,0.024390244,0.044263456,0.129699182,0.093232903,0.003614706,0.035621521,0.056272953,0.03,0.003614707,0.035641764,0.065210195,0.051291513,0.046783626,0.04622871,0.045335658,0
0.071588367,0.227878788,0.064814815,0.095930233,0.200426439,0.154613466,0.109756098,0.151558074,0.171206431,0.264131994,0.038299505,0.133209647,0.194763654,0.01,0.038299508,0.133292052,0.225753062,0.177490775,0.06920078,0.055961071,0.14559721,1
0,0.002424242,0,0,0.002132196,0.002493766,0,0.001770538,0.008547159,0.032281205,2.86E-05,0.000742115,0.002250918,0.07,2.86E-05,0.000813057,0.001986097,0.002398524,0.001949318,0.02189781,0.001743679,0
0.013422819,0,0,0,0,0,0,0.002124646,0.037733862,0.017097083,3.54E-05,0.001855288,0.004146428,0.14,3.54E-05,0.001901585,0.004303211,0.004059041,0.009746589,0.02676399,0.004068585,0
0.013422819,0.00969697,0.027777778,0.005813953,0.008528785,0.004987531,0,0.009915014,0.053002913,0.045432807,0.000350819,0.007050093,0.013150101,0.05,0.000350817,0.007098443,0.012578616,0.013468635,0.01754386,0.04379562,0.011624528,1
0.013422819,0.016969697,0,0.023255814,0.014925373,0.012468828,0.024390244,0.017705382,0.101284706,0.073601148,0.001759696,0.021892393,0.034948466,0.03,0.001759698,0.021975907,0.042701092,0.030627306,0.04288499,0.051094891,0.018308631,0
0.002237136,0.004848485,0,0,0.004264392,0,0.012195122,0.003186969,0.014233564,0.026901004,3.31E-05,0.001113173,0.002843265,0.09,3.31E-05,0.001130338,0.002979146,0.002767528,0.003898635,0.0243309,0.003196745,0
0.004474273,0.00969697,0,0.005813953,0.008528785,0.002493766,0.024390244,0.008498584,0.062901471,0.029961741,0.000180944,0.005565863,0.010543774,0.08,0.000180945,0.005553351,0.011254551,0.010147601,0.018518519,0.03406326,0.008718396,0
0.015659955,0,0,0.01744186,0,0,0,0.004603399,0.066499351,0.023529412,0.000118094,0.00445269,0.009003673,0.1,0.000118095,0.004612887,0.011254551,0.007749077,0.018518519,0.02676399,0.007846556,0
0.002237136,0.00969697,0,0.002906977,0.008528785,0,0,0.007436261,0.063831654,0.035270206,0.000254587,0.006679035,0.013860917,0.07,0.000254585,0.006635571,0.019529957,0.010701107,0.015594542,0.01946472,0.006974717,0
0.004474273,0.002424242,0,0.002906977,0.002132196,0.002493766,0,0.001770538,0.030362596,0.007173601,5.01E-06,0.000742115,0.001777041,0.33,5.01E-06,0.000641861,0.001655081,0.001845018,0.004873294,0.01459854,0.002615519,0
0.002237136,0.026666667,0,0,0.023454158,0.024937656,0.06097561,0.008852691,0.056864053,0.049186992,0.000441355,0.008163265,0.01516408,0.05,0.000441356,0.008248201,0.017874876,0.013653137,0.020467836,0.03892944,0.007846556,0
0.011185682,0.012121212,0,0.00872093,0.010660981,0.004987531,0,0.005665722,0.021078311,0.068842659,0.000320233,0.00445269,0.00947755,0.03,0.000320232,0.004276804,0.010261503,0.00904059,0.006822612,0.03163017,0.00726533,0
0.004474273,0.007272727,0,0,0.006396588,0.007481297,0,0.004249292,0.066095686,0.020492587,8.90E-05,0.004081633,0.00758204,0.12,8.90E-05,0.003993415,0.009930487,0.006273063,0.020467836,0.02919708,0.004359198,0
0,0.002424242,0,0,0.002132196,0.002493766,0,0.004603399,0.055021236,0.015901483,4.46E-05,0.002597403,0.006041938,0.15,4.46E-05,0.002578576,0.006289308,0.005904059,0.009746589,0.01703163,0.004068585,0
0.004474273,0.00969697,0,0,0.008528785,0,0.024390244,0.004249292,0.019095089,0.044643711,0.000122001,0.002597403,0.005568061,0.05,0.000121999,0.002512645,0.00529626,0.005719557,0.005847953,0.03406326,0.004359198,0
0,0,0,0,0,0,0,0.000708215,0.012987469,0.013940698,8.11E-06,0.000371058,0.001540102,0.17,8.11E-06,0.000534245,0.001655081,0.001476015,0.002923977,0.01703163,0.00087184,0
0.004474273,0.004848485,0,0.00872093,0.004264392,0.002493766,0.012195122,0.004603399,0.024886798,0.029746533,7.07E-05,0.002226345,0.004501836,0.08,7.07E-05,0.002182871,0.004634227,0.004428044,0.00877193,0.03892944,0.004940424,0
0.011185682,0.014545455,0.009259259,0,0.012793177,0.007481297,0.024390244,0.012747875,0.04320966,0.079985653,0.000886722,0.010018553,0.017770406,0.03,0.00088672,0.010189864,0.021185038,0.015867159,0.021442495,0.055961071,0.011915141,0
0,0,0,0,0,0,0,0.001770538,0.051054793,0.007890961,1.02E-05,0.001113173,0.002843265,0.3,1.02E-05,0.001187486,0.003641178,0.002398524,0.009746589,0.01459854,0.001743679,0
0.042505593,0.012121212,0,0,0.010660981,0.009975062,0,0.021954674,0.089736389,0.069320899,0.001382282,0.018181818,0.029972752,0.03,0.00138228,0.018332676,0.03939093,0.024723247,0.038011696,0.04622871,0.023830282,0
0.026845638,0.021818182,0,0.113372093,0.019189765,0.009975062,0,0.027974504,0.069202148,0.08591583,0.001637277,0.017439703,0.030209691,0.03,0.001637276,0.017520609,0.032108573,0.029151292,0.026315789,0.0486618,0.038360942,1
0.102908277,0.127272727,0,0.156976744,0.119402985,0.049875312,0.213414634,0.098087819,0.127856366,0.287159254,0.033798685,0.108348794,0.143940291,0.01,0.033798683,0.108204685,0.169149288,0.129889299,0.097465887,0.114355231,0.109851787,0
0.002237136,0.016969697,0,0,0.014925373,0.014962594,0,0.019121813,0.10609358,0.049665232,0.000839217,0.015584416,0.024523161,0.05,0.000839218,0.015532313,0.030122476,0.021402214,0.044834308,0.051094891,0.016564952,0
0.002237136,0,0,0.026162791,0,0,0,0.001770538,0.034978413,0.006384505,4.56E-06,0.000742115,0.00189551,0.38,4.56E-06,0.000657447,0.00264813,0.001476015,0.005847953,0.00973236,0.004649811,0
0.022371365,0.00969697,0.009259259,0.00872093,0.008528785,0.009975062,0,0.015934844,0.115641125,0.037302726,0.000515939,0.012615955,0.020969079,0.06,0.00051594,0.012714756,0.025819265,0.018265683,0.038986355,0.03892944,0.017436792,0
0,0.007272727,0,0,0.010660981,0.009975062,0,0.012393768,0.053792692,0.043352463,0.000324334,0.007050093,0.011728468,0.06,0.000324332,0.006875789,0.013571665,0.010701107,0.025341131,0.055961071,0.009880849,0
0.006711409,0,0,0,0,0,0,0.002832861,0.030134438,0.023912004,5.52E-05,0.002226345,0.004975714,0.1,5.52E-05,0.002123497,0.004634227,0.005166052,0.006822612,0.0243309,0.003777972,0
0.008948546,0.016969697,0,0.023255814,0.014925373,0.007481297,0.024390244,0.010269122,0.05289761,0.054567193,0.00050477,0.008534323,0.015756427,0.04,0.000504768,0.008505366,0.016881827,0.015129151,0.018518519,0.04136253,0.012205754,0
0.006711409,0.015757576,0,0.005813953,0.014925373,0.007481297,0,0.011331445,0.081276984,0.030344333,0.000239924,0.00742115,0.012676223,0.08,0.000239926,0.007268773,0.015226746,0.011254613,0.028265107,0.03892944,0.011043301,0
0.035794183,0.024242424,0,0.119186047,0.021321962,0.014962594,0,0.02266289,0.10165327,0.067551411,0.001487234,0.020408163,0.032816017,0.04,0.001487234,0.020239333,0.037404833,0.030258303,0.038986355,0.0486618,0.03545481,0
0.002237136,0.004848485,0,0,0.004264392,0.002493766,0,0.003186969,0.029783425,0.021042563,4.23E-05,0.001855288,0.004027959,0.11,4.23E-05,0.001847282,0.00529626,0.003321033,0.009746589,0.02676399,0.003196745,0
0.002237136,0.019393939,0.009259259,0,0.017057569,0.007481297,0.042682927,0.008498584,0.021710134,0.077714012,0.000420306,0.004823748,0.011017652,0.03,0.000420304,0.004971854,0.011585568,0.010701107,0.006822612,0.03163017,0.008427783,0
0.004474273,0.007272727,0,0,0.006396588,0.004987531,0,0.004603399,0.027343887,0.017527499,2.70E-05,0.00148423,0.003554081,0.14,2.69E-05,0.001412861,0.003641178,0.003505535,0.005847953,0.01946472,0.004649811,0
0.002237136,0,0,0,0,0,0,0.001416431,0.023377444,0.008369201,5.25E-06,0.000742115,0.001540102,0.29,5.25E-06,0.000576425,0.001655081,0.001476015,0.004873294,0.01703163,0.001743679,0
0.004474273,0.016969697,0.009259259,0,0.014925373,0.009975062,0.030487805,0.010977337,0.062831268,0.030918221,0.000192694,0.005565863,0.010306836,0.08,0.000192696,0.005727268,0.011585568,0.009594096,0.022417154,0.04136253,0.010171462,0
0.006711409,0.003636364,0.009259259,0,0.004264392,0.004987531,0,0.00601983,0.054687774,0.024270684,0.000103357,0.004081633,0.008174387,0.1,0.000103356,0.00391326,0.007944389,0.008302583,0.012670565,0.02676399,0.00639349,0
0.008948546,0.002424242,0,0,0.002132196,0,0,0.002832861,0.025097406,0.016738403,2.25E-05,0.001113173,0.002843265,0.14,2.25E-05,0.001237954,0.002317114,0.003136531,0.005847953,0.02919708,0.003777972,0
0.024608501,0.065454545,0.009259259,0.031976744,0.057569296,0.052369077,0.079268293,0.041076487,0.078574187,0.119057867,0.003570689,0.027458256,0.046321526,0.02,0.003570691,0.027570325,0.048659384,0.04501845,0.030214425,0.051094891,0.040685847,0
0.015659955,0.016969697,0,0.029069767,0.014925373,0.014962594,0.018292683,0.020538244,0.123293201,0.065829747,0.001713498,0.023747681,0.0379102,0.04,0.001713498,0.023925486,0.039059914,0.037269373,0.043859649,0.051094891,0.022086603,0
0.006711409,0.012121212,0,0.011627907,0.010660981,0.007481297,0.024390244,0.019121813,0.087946225,0.06013869,0.001019598,0.015584416,0.026063263,0.04,0.001019596,0.015587481,0.02979146,0.02398524,0.033138402,0.04622871,0.018308631,0
0.004474273,0.002424242,0,0,0.002132196,0,0,0.002478754,0.025097406,0.01504065,1.82E-05,0.001113173,0.002724796,0.16,1.82E-05,0.001111536,0.003641178,0.002214022,0.006822612,0.01946472,0.002906132,0
0.011185682,0.00969697,0,0,0.008528785,0.009975062,0,0.013456091,0.072326161,0.034265901,0.000272434,0.00742115,0.013150101,0.07,0.000272434,0.007307119,0.014233697,0.012546125,0.023391813,0.03892944,0.013077594,0
0.015659955,0.00969697,0,0,0.008528785,0.004987531,0.018292683,0.011685552,0.07783706,0.041319943,0.000426266,0.009647495,0.016348774,0.06,0.000426264,0.009481702,0.020191989,0.014206642,0.029239766,0.04136253,0.011915141,0
0.011185682,0.019393939,0,0.026162791,0.017057569,0.014962594,0.024390244,0.006728045,0.07367756,0.062673362,0.000927735,0.013729128,0.023338467,0.04,0.000927736,0.013609575,0.026481298,0.021586716,0.028265107,0.04622871,0.009880849,0
0,0,0,0,0,0,0,0.000708215,0.012232792,0.004782401,8.96E-07,0,0.000710816,0.5,8.98E-07,0.000172309,0.000331016,0.000922509,0.000974659,0.00973236,0.00087184,0
0.006711409,0.012121212,0,0.026162791,0.010660981,0.007481297,0.024390244,0.003541076,0.044929622,0.035533238,0.000181839,0.004823748,0.00947755,0.07,0.000181837,0.004705288,0.010592519,0.008856089,0.013645224,0.03163017,0.006684103,0
0.008948546,0.002424242,0,0,0.002132196,0.002493766,0,0.006373938,0.068271965,0.028933525,0.000183233,0.00593692,0.011254591,0.08,0.000183233,0.005821772,0.014564714,0.009409594,0.019493177,0.02676399,0.006684103,0
0.006711409,0.00969697,0,0.011627907,0.008528785,0.002493766,0.012195122,0.003895184,0.023359893,0.030057389,6.77E-05,0.002226345,0.004383367,0.08,6.77E-05,0.002070307,0.003641178,0.004797048,0.006822612,0.03892944,0.005521651,0
0.008948546,0.012121212,0,0.005813953,0.010660981,0.004987531,0,0.005311615,0.044368002,0.017049259,4.13E-05,0.002226345,0.004857244,0.14,4.13E-05,0.002227649,0.006289308,0.004059041,0.011695906,0.02189781,0.00639349,1
0.013422819,0,0,0,0,0,0,0.004957507,0.066569553,0.017192731,6.30E-05,0.003339518,0.006871224,0.14,6.30E-05,0.003372336,0.007613373,0.006457565,0.015594542,0.0243309,0.006102877,0
0.006711409,0.00969697,0,0,0.008528785,0,0.024390244,0.004957507,0.01967426,0.038259206,9.23E-05,0.002226345,0.005094183,0.06,9.23E-05,0.002218001,0.00529626,0.00498155,0.005847953,0.02919708,0.004649811,0
0.035794183,0.002424242,0.009259259,0.002906977,0.002132196,0.002493766,0,0.002478754,0.02104321,0.015949307,1.72E-05,0.001113173,0.002487857,0.15,1.71E-05,0.000988953,0.003310162,0.00202952,0.005847953,0.01946472,0.007555943,0
0.013422819,0.007272727,0,0.011627907,0.006396588,0.007481297,0,0.008498584,0.073993471,0.039574366,0.000371361,0.008534323,0.016111835,0.06,0.00037136,0.008628815,0.018536908,0.014760148,0.021442495,0.03163017,0.010752688,0
0.002237136,0.00969697,0,0,0.008528785,0.002493766,0.024390244,0.004249292,0.018410615,0.05227164,0.000161221,0.00296846,0.005923469,0.05,0.000161219,0.002835741,0.005958292,0.005904059,0.006822612,0.04136253,0.003487358,0
0.008948546,0.002424242,0.009259259,0,0.002132196,0.002493766,0,0.006373938,0.076854224,0.015471066,5.90E-05,0.003339518,0.007226632,0.15,5.90E-05,0.003504072,0.007613373,0.00701107,0.015594542,0.02189781,0.00726533,0
0,0.004848485,0,0,0.004264392,0.004987531,0,0.004603399,0.032012356,0.011166906,1.28E-05,0.001113173,0.002724796,0.21,1.28E-05,0.00105278,0.00264813,0.002767528,0.005847953,0.01703163,0.004068585,1
0.029082774,0.031515152,0,0,0.02771855,0.029925187,0.024390244,0.025849858,0.106304188,0.06217121,0.001317477,0.019294991,0.031986731,0.04,0.001317478,0.019480703,0.034425687,0.030627306,0.037037037,0.04622871,0.025283348,0
0.013422819,0.002424242,0,0,0.002132196,0.002493766,0,0.010977337,0.165906139,0.013510282,9.70E-05,0.006679035,0.011728468,0.18,9.70E-05,0.00660341,0.015888779,0.009409594,0.033138402,0.01946472,0.011043301,0
0.096196868,0,0,0,0,0,0,0.021246459,0.982168556,0.011788618,0.00043767,0.034137291,0.050349485,0.2,0.000437673,0.034128339,0.070175439,0.039298893,0.083820663,0.00973236,0.030223772,0
0.020134228,0.021818182,0.009259259,0.031976744,0.019189765,0.019950125,0.048780488,0.014518414,0.092351434,0.056193209,0.000934996,0.015213358,0.025115508,0.04,0.000934993,0.015295929,0.031115525,0.021771218,0.037037037,0.04622871,0.018308631,0
0.006711409,0.002424242,0,0,0.002132196,0.002493766,0,0.006373938,0.034609849,0.023912004,6.34E-05,0.002597403,0.006515816,0.1,6.34E-05,0.002438922,0.006620324,0.006457565,0.005847953,0.01459854,0.00639349,0
0.055928412,0.036363636,0,0.063953488,0.034115139,0.037406484,0,0.043201133,0.087560111,0.134983262,0.005116155,0.034879406,0.054258974,0.02,0.005116154,0.034840088,0.060906984,0.050553506,0.04288499,0.065693431,0.049404243,1
0,0.007272727,0,0.011627907,0.006396588,0.004987531,0.012195122,0.005665722,0.057179964,0.020109995,7.42E-05,0.003339518,0.006752754,0.12,7.42E-05,0.003389529,0.008606422,0.005719557,0.016569201,0.02676399,0.006102877,0
0.006711409,0.004848485,0,0.005813953,0.004264392,0.002493766,0,0.004957507,0.036312261,0.021257771,5.26E-05,0.002226345,0.005331122,0.11,5.26E-05,0.002275272,0.006620324,0.004612546,0.00877193,0.01946472,0.005812264,0
0.006711409,0.004848485,0,0.005813953,0.004264392,0,0,0.002478754,0.01800695,0.019129603,2.11E-05,0.001113173,0.002487857,0.13,2.11E-05,0.001014805,0.00264813,0.002398524,0.004873294,0.0243309,0.003777972,1
0.011185682,0.007272727,0.009259259,0.002906977,0.006396588,0.004987531,0.018292683,0.007790368,0.052616799,0.040889527,0.000282077,0.006307978,0.011491529,0.06,0.000282077,0.006341545,0.011916584,0.011254613,0.019493177,0.04622871,0.008718396,0
0.008948546,0.002424242,0,0,0.002132196,0.002493766,0,0.004249292,0.036645723,0.023314204,6.39E-05,0.002597403,0.005331122,0.1,6.39E-05,0.002517964,0.004965243,0.005535055,0.009746589,0.03163017,0.005231037,0
0.026845638,0.004848485,0.009259259,0.031976744,0.004264392,0,0,0.008144476,0.102109586,0.046628407,0.000711796,0.014100186,0.023693875,0.05,0.000711798,0.014033236,0.025819265,0.022509225,0.033138402,0.04136253,0.014240046,0
0.011185682,0.002424242,0,0,0.002132196,0.002493766,0,0.003895184,0.033118046,0.016905787,3.04E-05,0.00148423,0.00379102,0.14,3.04E-05,0.001650605,0.002979146,0.004243542,0.006822612,0.02676399,0.004940424,0
0.002237136,0.004848485,0,0,0.004264392,0.004987531,0,0.003895184,0.04405209,0.02446198,8.45E-05,0.003339518,0.006397346,0.1,8.45E-05,0.003176029,0.006289308,0.006457565,0.012670565,0.03406326,0.003777972,0
0.031319911,0.048484848,0.037037037,0.020348837,0.042643923,0.029925187,0.030487805,0.027266289,0.063866756,0.117981827,0.00285037,0.022263451,0.036962445,0.02,0.002850367,0.022209941,0.044025157,0.03302583,0.030214425,0.055961071,0.030223772,0
0.03803132,0.019393939,0,0.026162791,0.017057569,0.012468828,0.018292683,0.027620397,0.139387132,0.067168819,0.002016323,0.027458256,0.041345812,0.04,0.002016321,0.027595683,0.049321417,0.036900369,0.059454191,0.055961071,0.030514385,1
0.008948546,0.014545455,0,0.037790698,0.012793177,0.012468828,0,0.020184136,0.046930394,0.12374462,0.002304368,0.017068646,0.029854283,0.02,0.002304369,0.017118967,0.032770606,0.028228782,0.021442495,0.055961071,0.021214763,1
0.002237136,0.007272727,0,0,0.006396588,0.002493766,0,0.002124646,0.021639931,0.011477762,9.14E-06,0.000742115,0.00189551,0.21,9.14E-06,0.000732407,0.001986097,0.001845018,0.004873294,0.01946472,0.002324906,0
0.002237136,0.00969697,0,0,0.008528785,0.004987531,0.012195122,0.002832861,0.025308014,0.023314204,4.41E-05,0.001855288,0.00379102,0.1,4.41E-05,0.001738553,0.003972195,0.003690037,0.007797271,0.03163017,0.002906132,0
0.017897092,0.021818182,0,0.01744186,0.019189765,0.019950125,0.042682927,0.016288952,0.071132718,0.043615495,0.000433903,0.009276438,0.016348774,0.05,0.000433903,0.009145372,0.018867925,0.014944649,0.024366472,0.03892944,0.017727405,0
0.078299776,0.033939394,0.046296296,0.174418605,0.029850746,0.029925187,0.036585366,0.054532578,0.223507319,0.095767575,0.006571397,0.063079777,0.089444379,0.02,0.006571395,0.063084435,0.097980801,0.084686347,0.082846004,0.055961071,0.074106364,1
